Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
GLBS|Globus Maritime Limited - Common Stock|S|N|N|100|N|N
GLBZ|Glen Burnie Bancorp - Common Stock|S|N|N|100|N|N
GLDD|Great Lakes Dredge & Dock Corporation - Common Stock|Q|N|N|100|N|N
GLDI|Credit Suisse X-Links Gold Shares Covered Call ETNs due February 2, 2033|G|N|N|100|N|N
GLG|TD Holdings, Inc. - Common Stock|S|N|D|100|N|N
GLLI|Globalink Investment Inc. - Common Stock|G|N|N|100|N|N
GLLIR|Globalink Investment Inc. - Rights|G|N|N|100|N|N
GLLIU|Globalink Investment Inc. - Units|G|N|N|100|N|N
GLLIW|Globalink Investment Inc. - Warrants|G|N|N|100|N|N
GLMD|Galmed Pharmaceuticals Ltd. - Ordinary Shares|S|N|N|100|N|N
GLNG|Golar LNG Limited - Common Shares|Q|N|N|100|N|N
GLPG|Galapagos NV - American Depositary Shares|Q|N|N|100|N|N
GLPI|Gaming and Leisure Properties, Inc. - Common Stock|Q|N|N|100|N|N
GLRE|Greenlight Reinsurance, Ltd. - Class A Ordinary Shares|Q|N|N|100|N|N
GLSI|Greenwich LifeSciences, Inc. - Common stock|S|N|N|100|N|N
GLST|Global Star Acquisition, Inc. - Class A Common Stock|G|N|E|100|N|N
GLSTR|Global Star Acquisition, Inc. - Right|G|N|E|100|N|N
GLSTU|Global Star Acquisition, Inc. - Unit|G|N|E|100|N|N
GLSTW|Global Star Acquisition, Inc. - Warrants|G|N|E|100|N|N
GLTO|Galecto, Inc. - Common Stock|Q|N|N|100|N|N
GLUE|Monte Rosa Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
GLYC|GlycoMimetics, Inc. - Common Stock|G|N|N|100|N|N
GMAB|Genmab A/S - American Depositary Shares|Q|N|N|100|N|N
GMBL|Esports Entertainment Group Inc. - Common Stock|S|N|D|100|N|N
GMBLP|Esports Entertainment Group Inc. - 10.0% Series A Cumulative Redeemable Convertible Preferred Stock|S|N|N|100|N|N
GMBLW|Esports Entertainment Group Inc. - Warrant|S|N|N|100|N|N
GMBLZ|Esports Entertainment Group Inc. - Warrant|S|N|N|100|N|N
GMDA|Gamida Cell Ltd. - Ordinary Shares|G|N|N|100|N|N
GMFI|Aetherium Acquisition Corp. - Class A Common Stock|G|N|H|100|N|N
GMFIU|Aetherium Acquisition Corp. - Unit|G|N|H|100|N|N
GMFIW|Aetherium Acquisition Corp. - Warrant|G|N|H|100|N|N
GMGI|Golden Matrix Group, Inc. - Common Stock|S|N|N|100|N|N
GMVD|G Medical Innovations Holdings Ltd. - Ordinary Shares|S|N|D|100|N|N
GMVDW|G Medical Innovations Holdings Ltd. - Warrants|S|N|D|100|N|N
GNFT|GENFIT S.A. - American Depositary Shares|Q|N|N|100|N|N
GNLN|Greenlane Holdings, Inc. - Class A Common Stock|G|N|N|100|N|N
GNLX|Genelux Corporation - Common Stock|S|N|N|100|N|N
GNMA|iShares GNMA Bond ETF|G|N|N|100|Y|N
GNOM|Global X Genomics & Biotechnology ETF|G|N|N|100|Y|N
GNPX|Genprex, Inc. - Common Stock|S|N|N|100|N|N
GNSS|Genasys Inc. - Common Stock|S|N|N|100|N|N
GNTA|Genenta Science S.p.A. - American Depositary Shares|S|N|N|100|N|N
GNTX|Gentex Corporation - Common Stock|Q|N|N|100|N|N
GO|Grocery Outlet Holding Corp. - Common Stock|Q|N|N|100|N|N
GOCO|GoHealth, Inc. - Class A Common Stock|S|N|N|100|N|N
GODN|Golden Star Acquisition Corporation - Ordinary Shares|G|N|N|100|N|N
GODNR|Golden Star Acquisition Corporation - Rights|G|N|N|100|N|N
GODNU|Golden Star Acquisition Corporation - Unit|G|N|N|100|N|N
GOEV|Canoo Inc.  - Class A Common Stock|Q|N|D|100|N|N
GOEVW|Canoo Inc.  - Warrant|Q|N|N|100|N|N
GOGL|Golden Ocean Group Limited - Common Stock|Q|N|N|100|N|N
GOGO|Gogo Inc. - Common Stock|Q|N|N|100|N|N
GOOD|Gladstone Commercial Corporation - Real Estate Investment Trust|Q|N|N|100|N|N
GOODN|Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock|Q|N|N|100|N|N
GOODO|Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share|Q|N|N|100|N|N
GOOG|Alphabet Inc. - Class C Capital Stock|Q|N|N|100|N|N
GOOGL|Alphabet Inc. - Class A Common Stock|Q|N|N|100|N|N
GOSS|Gossamer Bio, Inc. - Common Stock|Q|N|N|100|N|N
GOVX|GeoVax Labs, Inc. - Common Stock|S|N|D|100|N|N
GOVXW|GeoVax Labs, Inc. - Warrants|S|N|N|100|N|N
GP|GreenPower Motor Company Inc. - Common Shares|S|N|N|100|N|N
GPAC|Global Partner Acquisition Corp II - Class A Ordinary Share|S|N|N|100|N|N
GPACU|Global Partner Acquisition Corp II - Unit|S|N|N|100|N|N
GPACW|Global Partner Acquisition Corp II - Warrant|S|N|N|100|N|N
GPCR|Structure Therapeutics Inc. - American Depositary Shares|G|N|N|100|N|N
GPP|Green Plains Partners LP - Common Units|G|N|N|100|N|N
GPRE|Green Plains, Inc. - Common Stock|Q|N|N|100|N|N
GPRO|GoPro, Inc. - Class A Common Stock|Q|N|N|100|N|N
GRAB|Grab Holdings Limited - Class A Ordinary Shares|Q|N|N|100|N|N
GRABW|Grab Holdings Limited - Warrant|Q|N|N|100|N|N
GRCL|Gracell Biotechnologies Inc. - American Depositary Shares|Q|N|N|100|N|N
GREE|Greenidge Generation Holdings Inc. - Class A Common Stock|Q|N|D|100|N|N
GREEL|Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026|Q|N|N|100|N|N
GRFS|Grifols, S.A. - American Depositary Shares|Q|N|N|100|N|N
GRI|GRI Bio, Inc. - Common Stock|S|N|N|100|N|N
GRID|First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund|G|N|N|100|Y|N
GRIL|Muscle Maker, Inc - Common Stock|S|N|N|100|N|N
GRIN|Grindrod Shipping Holdings Ltd. - Ordinary Shares|Q|N|N|100|N|N
GRNA|GreenLight Biosciences Holdings, PBC - Common Stock|G|N|D|100|N|N
GRNAW|GreenLight Biosciences Holdings, PBC - Warrant|G|N|N|100|N|N
GRNQ|Greenpro Capital Corp. - Common Stock|S|N|N|100|N|N
GRNR|Global X Green Building ETF|G|N|N|100|Y|N
GROM|Grom Social Enterprises Inc. - Common Stock|S|N|D|100|N|N
GROMW|Grom Social Enterprises Inc. - Warrants|S|N|N|100|N|N
GROW|U.S. Global Investors, Inc. - Class A Common Stock|S|N|N|100|N|N
GRPH|Graphite Bio, Inc. - Common Stock|G|N|N|100|N|N
GRPN|Groupon, Inc. - Common Stock|Q|N|N|100|N|N
GRRR|Gorilla Technology Group Inc. - Ordinary shares|S|N|N|100|N|N
GRRRW|Gorilla Technology Group Inc. - Warrant|S|N|N|100|N|N
GRTS|Gritstone bio, Inc. - Common Stock|Q|N|N|100|N|N
GRTX|Galera Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
GRVY|GRAVITY Co., Ltd. - American depositary shares, each representing one common share.|G|N|N|100|N|N
GRWG|GrowGeneration Corp. - Common Stock|S|N|N|100|N|N
GSBC|Great Southern Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
GSD|Global Systems Dynamics Inc. - Common Stock|S|N|H|100|N|N
GSDWU|Global Systems Dynamics Inc. - Unit|S|N|H|100|N|N
GSDWW|Global Systems Dynamics Inc. - Warrant|S|N|H|100|N|N
GSHD|Goosehead Insurance, Inc. - Class A Common Stock|Q|N|N|100|N|N
GSIT|GSI Technology, Inc. - Common Stock|Q|N|N|100|N|N
GSM|Ferroglobe PLC - Ordinary Shares|S|N|N|100|N|N
GSMG|Glory Star New Media Group Holdings Limited - Ordinary Share|S|N|D|100|N|N
GSMGW|Glory Star New Media Group Holdings Limited - Warrant|S|N|N|100|N|N
GSRM|GSR II Meteora Acquisition Corp. - Class A Common Stock|G|N|N|100|N|N
GSRMR|GSR II Meteora Acquisition Corp. - Right|G|N|N|100|N|N
GSRMU|GSR II Meteora Acquisition Corp. - Unit|G|N|N|100|N|N
GSRMW|GSR II Meteora Acquisition Corp. - Warrant|G|N|N|100|N|N
GSUN|Golden Sun Education Group Limited - Class A Ordinary Shares|S|N|N|100|N|N
GT|The Goodyear Tire & Rubber Company - Common Stock|Q|N|N|100|N|N
GTAC|Global Technology Acquisition Corp. I - Class A Ordinary Shares|G|N|N|100|N|N
GTACU|Global Technology Acquisition Corp. I - Unit|G|N|N|100|N|N
GTACW|Global Technology Acquisition Corp. I - Warrant|G|N|N|100|N|N
GTBP|GT Biopharma, Inc. - Common Stock|S|N|D|100|N|N
GTEC|Greenland Technologies Holding Corporation - Ordinary Shares|S|N|N|100|N|N
GTH|Genetron Holdings Limited - American Depositary Shares|G|N|D|100|N|N
GTHX|G1 Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
GTIM|Good Times Restaurants Inc. - Common Stock|S|N|N|100|N|N
GTLB|GitLab Inc. - Class A Common Stock|Q|N|N|100|N|N
GTR|WisdomTree Target Range Fund|G|N|N|100|Y|N
GTX|Garrett Motion Inc. - Common Stock|Q|N|N|100|N|N
GURE|Gulf Resources, Inc. - Common Stock|Q|N|N|100|N|N
GVP|GSE Systems, Inc. - Common Stock|S|N|D|100|N|N
GWAV|Greenwave Technology Solutions, Inc. - Common Stock|S|N|D|100|N|N
GWRS|Global Water Resources, Inc. - common stock|G|N|N|100|N|N
GXTG|Global X Thematic Growth ETF|G|N|N|100|Y|N
GYRO|Gyrodyne , LLC - Common Stock|S|N|N|100|N|N
HA|Hawaiian Holdings, Inc. - Common Stock|Q|N|N|100|N|N
HAFC|Hanmi Financial Corporation - Common Stock|Q|N|N|100|N|N
HAIA|Healthcare AI Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
HAIAU|Healthcare AI Acquisition Corp. - Units|G|N|N|100|N|N
HAIAW|Healthcare AI Acquisition Corp. - Warrants|G|N|N|100|N|N
HAIN|The Hain Celestial Group, Inc. - Common Stock|Q|N|N|100|N|N
HALL|Hallmark Financial Services, Inc. - Common Stock|G|N|N|100|N|N
HALO|Halozyme Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
HARP|Harpoon Therapeutics, Inc. - Common Stock|Q|N|D|100|N|N
HAS|Hasbro, Inc. - Common Stock|Q|N|N|100|N|N
HAYN|Haynes International, Inc. - Common Stock|Q|N|N|100|N|N
HBAN|Huntington Bancshares Incorporated - Common Stock|Q|N|N|100|N|N
HBANL|Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock|Q|N|N|100|N|N
HBANM|Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock|Q|N|N|100|N|N
HBANP|Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock|Q|N|N|100|N|N
HBCP|Home Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
HBIO|Harvard Bioscience, Inc. - Common Stock|G|N|N|100|N|N
HBNC|Horizon Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
HBT|HBT Financial, Inc. - Common Stock|Q|N|N|100|N|N
HCAT|Health Catalyst, Inc - Common stock|Q|N|N|100|N|N
HCCI|Heritage-Crystal Clean, Inc. - Common Stock|Q|N|N|100|N|N
HCDI|Harbor Custom Development, Inc. - Common Stock|S|N|N|100|N|N
HCDIP|Harbor Custom Development, Inc. - 8.0% Series A Cumulative Convertible Preferred Stock, no par value|S|N|N|100|N|N
HCDIW|Harbor Custom Development, Inc. - Warrant|S|N|N|100|N|N
HCDIZ|Harbor Custom Development, Inc. - Warrant|S|N|N|100|N|N
HCKT|The Hackett Group, Inc. - Common Stock|Q|N|N|100|N|N
HCM|HUTCHMED (China) Limited - American Depositary Shares|Q|N|N|100|N|N
HCMA|HCM Acquisition Corp - Class A Ordinary Shares|G|N|N|100|N|N
HCMAU|HCM Acquisition Corp - Unit|G|N|N|100|N|N
HCMAW|HCM Acquisition Corp - Warrant|G|N|N|100|N|N
HCP|HashiCorp, Inc. - Class A Common Stock|Q|N|N|100|N|N
HCSG|Healthcare Services Group, Inc. - Common Stock|Q|N|N|100|N|N
HCTI|Healthcare Triangle, Inc. - Common Stock|S|N|N|100|N|N
HCVI|Hennessy Capital Investment Corp. VI - Class A Common Stock|G|N|N|100|N|N
HCVIU|Hennessy Capital Investment Corp. VI - Unit|G|N|N|100|N|N
HCVIW|Hennessy Capital Investment Corp. VI - Warrant|G|N|N|100|N|N
HCWB|HCW Biologics Inc. - Common Stock|G|N|N|100|N|N
HDSN|Hudson Technologies, Inc. - Common Stock|S|N|N|100|N|N
HEAR|Turtle Beach Corporation - Common Stock|G|N|N|100|N|N
HEES|H&E Equipment Services, Inc. - Common Stock|Q|N|N|100|N|N
HELE|Helen of Troy Limited - Common Stock|Q|N|N|100|N|N
HEPA|Hepion Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
HEPS|D-Market Electronic Services & Trading - American Depositary Shares|Q|N|N|100|N|N
HERD|Pacer Cash Cows Fund of Funds ETF|G|N|N|100|Y|N
HERO|Global X Video Games & Esports ETF|G|N|N|100|Y|N
HEWG|iShares Currency Hedged MSCI Germany ETF|G|N|N|100|Y|N
HFBL|Home Federal Bancorp, Inc. of Louisiana - Common Stock|S|N|N|100|N|N
HFFG|HF Foods Group Inc. - Common Stock|S|N|N|100|N|N
HFWA|Heritage Financial Corporation - Common Stock|Q|N|N|100|N|N
HGBL|Heritage Global Inc. - Common Stock|S|N|N|100|N|N
HGEN|Humanigen, Inc. - Common Stock|S|N|D|100|N|N
HHGC|HHG Capital Corporation - Ordinary Shares|S|N|N|100|N|N
HHGCR|HHG Capital Corporation - Rights|S|N|N|100|N|N
HHGCU|HHG Capital Corporation - Units|S|N|N|100|N|N
HHGCW|HHG Capital Corporation - Warrant|S|N|N|100|N|N
HHRS|Hammerhead Energy Inc. - Class A Common Stock|S|N|N|100|N|N
HHRSW|Hammerhead Energy Inc. - Warrant|S|N|N|100|N|N
HHS|Harte-Hanks, Inc. - Common Stock|G|N|N|100|N|N
HIBB|Hibbett, Inc. - Common Stock|Q|N|N|100|N|N
HIFS|Hingham Institution for Savings - Common Stock|G|N|N|100|N|N
HIHO|Highway Holdings Limited - Common Stock|S|N|N|100|N|N
HILS|Hillstream BioPharma, Inc. - Common Stock|S|N|D|100|N|N
HIMX|Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.|Q|N|N|100|N|N
HISF|First Trust High Income Strategic Focus ETF|G|N|N|100|Y|N
HITI|High Tide Inc. - Common Shares|S|N|N|100|N|N
HIVE|Hive Blockchain Technologies Ltd. - Common Shares|S|N|N|100|N|N
HKIT|Hitek Global Inc. - Ordinary Share|S|N|N|100|N|N
HLAL|Wahed FTSE USA Shariah ETF|G|N|N|100|Y|N
HLIT|Harmonic Inc. - Common Stock|Q|N|N|100|N|N
HLMN|Hillman Solutions Corp. - Common Stock|G|N|N|100|N|N
HLNE|Hamilton Lane Incorporated - Class A Common Stock|Q|N|N|100|N|N
HLP|Hongli Group Inc. - Ordinary Shares|S|N|N|100|N|N
HLTH|Cue Health Inc. - Common Stock|Q|N|D|100|N|N
HLVX|HilleVax, Inc. - Common Stock|Q|N|N|100|N|N
HMAC|Hainan Manaslu Acquisition Corp. - Ordinary shares|G|N|N|100|N|N
HMACR|Hainan Manaslu Acquisition Corp. - Right|G|N|N|100|N|N
HMACU|Hainan Manaslu Acquisition Corp. - Unit|G|N|N|100|N|N
HMACW|Hainan Manaslu Acquisition Corp. - Warrant|G|N|N|100|N|N
HMNF|HMN Financial, Inc. - Common Stock|G|N|N|100|N|N
HMPT|Home Point Capital Inc. - Common Stock|Q|N|N|100|N|N
HMST|HomeStreet, Inc. - Common Stock|Q|N|N|100|N|N
HNDL|Strategy Shares Nasdaq 7HANDL Index ETF|G|N|N|100|Y|N
HNNA|Hennessy Advisors, Inc. - Common Stock|G|N|N|100|N|N
HNNAZ|Hennessy Advisors, Inc. - 4.875% Notes due 2026|G|N|N|100|N|N
HNRG|Hallador Energy Company - Common Stock|S|N|N|100|N|N
HNST|The Honest Company, Inc. - Common Stock|Q|N|N|100|N|N
HNVR|Hanover Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
HOFT|Hooker Furnishings Corporation - Common Stock|Q|N|N|100|N|N
HOFV|Hall of Fame Resort & Entertainment Company - Common Stock|S|N|N|100|N|N
HOFVW|Hall of Fame Resort & Entertainment Company - Warrant|S|N|N|100|N|N
HOLI|Hollysys Automation Technologies, Ltd. - Common Stock|Q|N|N|100|N|N
HOLO|MicroCloud Hologram Inc. - Ordinary Shares|S|N|N|100|N|N
HOLOW|MicroCloud Hologram Inc. - Warrant|S|N|N|100|N|N
HOLX|Hologic, Inc. - Common Stock|Q|N|N|100|N|N
HON|Honeywell International Inc. - Common Stock|Q|N|N|100|N|N
HONE|HarborOne Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
HOOD|Robinhood Markets, Inc. - Class A Common Stock|Q|N|N|100|N|N
HOOK|HOOKIPA Pharma Inc. - Common Stock|Q|N|N|100|N|N
HOPE|Hope Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
HOTH|Hoth Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
HOUR|Hour Loop, Inc. - common stock|S|N|N|100|N|N
HOVNP|Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock|G|N|N|100|N|N
HOWL|Werewolf Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
HPCO|Hempacco Co., Inc. - Common Stock|S|N|H|100|N|N
HPK|HighPeak Energy, Inc. - Common Stock|G|N|N|100|N|N
HPKEW|HighPeak Energy, Inc. - Warrant|G|N|N|100|N|N
HPLT|Home Plate Acquisition Corporation - Class A Common Stock|S|N|N|100|N|N
HPLTU|Home Plate Acquisition Corporation - Unit|S|N|N|100|N|N
HPLTW|Home Plate Acquisition Corporation - Warrant|S|N|N|100|N|N
HQI|HireQuest, Inc. - Common Stock|S|N|N|100|N|N
HQY|HealthEquity, Inc. - Common Stock|Q|N|N|100|N|N
HRMY|Harmony Biosciences Holdings, Inc. - Common Stock|G|N|N|100|N|N
HROW|Harrow Health, Inc. - Common Stock|G|N|N|100|N|N
HROWL|Harrow Health, Inc. - 8.625% senior notes due 2026|G|N|N|100|N|N
HROWM|Harrow Health, Inc. - 11.875% Senior Notes due 2027|G|N|N|100|N|N
HRTX|Heron Therapeutics, Inc.   - Common Stock|S|N|N|100|N|N
HRZN|Horizon Technology Finance Corporation - Common Stock|Q|N|N|100|N|N
HSAI|Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share|Q|N|N|100|N|N
HSCS|Heart Test Laboratories, Inc. - Common Stock|S|N|D|100|N|N
HSCSW|Heart Test Laboratories, Inc. - Warrant|S|N|D|100|N|N
HSDT|Helius Medical Technologies, Inc. - Class A Common Stock|S|N|D|100|N|N
HSIC|Henry Schein, Inc. - Common Stock|Q|N|N|100|N|N
HSII|Heidrick & Struggles International, Inc. - Common Stock|Q|N|N|100|N|N
HSON|Hudson Global, Inc. - Common Stock|Q|N|N|100|N|N
HSPO|Horizon Space Acquisition I Corp. - Ordinary Shares|G|N|N|100|N|N
HSPOR|Horizon Space Acquisition I Corp. - Right|G|N|N|100|N|N
HSPOU|Horizon Space Acquisition I Corp. - Unit|G|N|N|100|N|N
HSPOW|Horizon Space Acquisition I Corp. - Warrant|G|N|N|100|N|N
HST|Host Hotels  - Common Stock|Q|N|N|100|N|N
HSTM|HealthStream, Inc. - Common Stock|Q|N|N|100|N|N
HSTO|Histogen Inc. - Common Stock|S|N|D|100|N|N
HTBI|HomeTrust Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
HTBK|Heritage Commerce Corp - Common Stock|Q|N|N|100|N|N
HTCR|Heartcore Enterprises, Inc. - Common Stock|S|N|N|100|N|N
HTHT|H World Group Limited - American Depositary Shares|Q|N|N|100|N|N
HTIA|Healthcare Trust, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
HTIBP|Healthcare Trust, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
HTLD|Heartland Express, Inc. - Common Stock|Q|N|N|100|N|N
HTLF|Heartland Financial USA, Inc. - Common Stock|Q|N|N|100|N|N
HTLFP|Heartland Financial USA, Inc. - Depositary Shares, each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E|Q|N|N|100|N|N
HTOO|Fusion Fuel Green PLC - Ordinary Shares|G|N|N|100|N|N
HTOOW|Fusion Fuel Green PLC - Warrant|G|N|N|100|N|N
HTZ|Hertz Global Holdings, Inc - Common Stock|Q|N|N|100|N|N
HTZWW|Hertz Global Holdings, Inc - Warrant|Q|N|N|100|N|N
HUBC|Hub Cyber Security Ltd. - Ordinary Shares|G|N|H|100|N|N
HUBCW|Hub Cyber Security Ltd. - Warrant expiring 2/27/28|S|N|E|100|N|N
HUBCZ|Hub Cyber Security Ltd. - warrant type 2|G|N|E|100|N|N
HUBG|Hub Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
HUDA|Hudson Acquisition I Corp. - Common Stock|G|N|E|100|N|N
HUDAR|Hudson Acquisition I Corp. - Right|G|N|E|100|N|N
HUDAU|Hudson Acquisition I Corp. - Unit|G|N|E|100|N|N
HUDI|Huadi International Group Co., Ltd. - Ordinary Shares|S|N|N|100|N|N
HUGE|FSD Pharma Inc. - Class B Subordinate Voting Shares|S|N|N|100|N|N
HUIZ|Huize Holding Limited - American Depositary Shares|G|N|N|100|N|N
HUMA|Humacyte, Inc. - Common Stock|Q|N|N|100|N|N
HUMAW|Humacyte, Inc. - Warrant|Q|N|N|100|N|N
HURC|Hurco Companies, Inc. - Common Stock|Q|N|N|100|N|N
HURN|Huron Consulting Group Inc. - Common Stock|Q|N|N|100|N|N
HUT|Hut 8 Mining Corp. - Common Shares|Q|N|N|100|N|N
HWBK|Hawthorn Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
HWC|Hancock Whitney Corporation - Common Stock|Q|N|N|100|N|N
HWCPZ|Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060|Q|N|N|100|N|N
HWEL|Healthwell Acquisition Corp. I - Class A Common Stock|S|N|N|100|N|N
HWELU|Healthwell Acquisition Corp. I - Unit|S|N|N|100|N|N
HWELW|Healthwell Acquisition Corp. I - Warrant|S|N|N|100|N|N
HWKN|Hawkins, Inc. - Common Stock|Q|N|N|100|N|N
HYDR|Global X Hydrogen ETF|G|N|N|100|Y|N
HYFM|Hydrofarm Holdings Group, Inc. - Common Stock|Q|N|N|100|N|N
HYLS|First Trust Tactical High Yield ETF|G|N|N|100|Y|N
HYMC|Hycroft Mining Holding Corporation - Class A Common Stock|S|N|D|100|N|N
HYMCL|Hycroft Mining Holding Corporation - Warrants|S|N|N|100|N|N
HYMCW|Hycroft Mining Holding Corporation - Warrant|S|N|N|100|N|N
HYPR|Hyperfine, Inc.  - Class A Common Stock|G|N|N|100|N|N
HYW|Hywin Holdings Ltd. - American Depositary Shares|G|N|N|100|N|N
HYXF|iShares ESG Advanced High Yield Corporate Bond ETF|G|N|N|100|Y|N
HYZD|WisdomTree Interest Rate Hedged High Yield Bond Fund|G|N|N|100|Y|N
HYZN|Hyzon Motors Inc. - Class A Common Stock|Q|N|D|100|N|N
HYZNW|Hyzon Motors Inc. - Warrant|Q|N|N|100|N|N
HZNP|Horizon Therapeutics Public Limited Company - Ordinary Shares|Q|N|N|100|N|N
IAC|IAC Inc. - Common Stock|Q|N|N|100|N|N
IART|Integra LifeSciences Holdings Corporation - Common Stock|Q|N|N|100|N|N
IAS|Integral Ad Science Holding Corp. - Common Stock|Q|N|N|100|N|N
IBB|iShares Biotechnology ETF|G|N|N|100|Y|N
IBBQ|Invesco Nasdaq Biotechnology ETF|G|N|N|100|Y|N
IBCP|Independent Bank Corporation - Common Stock|Q|N|N|100|N|N
IBET|iBET Sports Betting & Gaming ETF|G|N|N|100|Y|N
IBEX|IBEX Limited - Common Share|G|N|N|100|N|N
IBKR|Interactive Brokers Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
IBOC|International Bancshares Corporation - Common Stock|Q|N|N|100|N|N
IBOT|VanEck Robotics ETF|G|N|N|100|Y|N
IBRX|ImmunityBio, Inc. - Common Stock|Q|N|N|100|N|N
IBTD|iShares iBonds Dec 2023 Term Treasury ETF|G|N|N|100|Y|N
IBTE|iShares iBonds Dec 2024 Term Treasury ETF|G|N|N|100|Y|N
IBTF|iShares iBonds Dec 2025 Term Treasury ETF|G|N|N|100|Y|N
IBTG|iShares iBonds Dec 2026 Term Treasury ETF|G|N|N|100|Y|N
IBTH|iShares iBonds Dec 2027 Term Treasury ETF|G|N|N|100|Y|N
IBTI|iShares iBonds Dec 2028 Term Treasury ETF|G|N|N|100|Y|N
IBTJ|iShares iBonds Dec 2029 Term Treasury ETF|G|N|N|100|Y|N
IBTK|iShares iBonds Dec 2030 Term Treasury ETF|G|N|N|100|Y|N
IBTL|iShares iBonds Dec 2031 Term Treasury ETF|G|N|N|100|Y|N
IBTM|iShares iBonds Dec 2032 Term Treasury ETF|G|N|N|100|Y|N
IBTO|iShares iBonds Dec 2033 Term Treasury ETF|G|N|N|100|Y|N
IBTX|Independent Bank Group, Inc - Common Stock|Q|N|N|100|N|N
ICAD|icad inc. - Common Stock|S|N|N|100|N|N
ICCC|ImmuCell Corporation - Common Stock|S|N|N|100|N|N
ICCH|ICC Holdings, Inc. - Common Stock|S|N|N|100|N|N
ICCM|IceCure Medical Ltd. - Ordinary Shares|S|N|N|100|N|N
ICFI|ICF International, Inc. - Common Stock|Q|N|N|100|N|N
ICG|Intchains Group Limited - American Depositary Shares|S|N|N|100|N|N
ICHR|Ichor Holdings - Ordinary Shares|Q|N|N|100|N|N
ICLK|iClick Interactive Asia Group Limited - American Depositary Shares|G|N|N|100|N|N
ICLN|iShares Global Clean Energy ETF|G|N|N|100|Y|N
ICLR|ICON plc - Ordinary Shares|Q|N|N|100|N|N
ICMB|Investcorp Credit Management BDC, Inc. - Common Stock|Q|N|N|100|N|N
ICOP|iShares Copper and Metals Mining ETF|G|N|N|100|Y|N
ICPT|Intercept Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
ICU|SeaStar Medical Holding Corporation - Common Stock|S|N|D|100|N|N
ICUCW|SeaStar Medical Holding Corporation - Warrant|S|N|D|100|N|N
ICUI|ICU Medical, Inc. - Common Stock|Q|N|N|100|N|N
ICVX|Icosavax, Inc. - Common Stock|Q|N|N|100|N|N
IDAI|T Stamp Inc. - Class A Common Stock|S|N|N|100|N|N
IDBA|IDEX Biometrics ASA - American Depositary Shares|S|N|N|100|N|N
IDCC|InterDigital, Inc. - Common Stock|Q|N|N|100|N|N
IDEX|Ideanomics, Inc. - Common Stock|S|N|H|100|N|N
IDN|Intellicheck, Inc. - Common Stock|G|N|N|100|N|N
IDXX|IDEXX Laboratories, Inc. - Common Stock|Q|N|N|100|N|N
IDYA|IDEAYA Biosciences, Inc. - Common Stock|Q|N|N|100|N|N
